# Resultant (after processing) measured flexural accelerances (m/(s^2N)) for flexural wavenumber estimation at respective locations 
# frequency, at 0.25 m, at 0.325 m, at 0.4 m, at 0.475 m, at 0.55 m, at 0.9 m, at 0.975 m, at 1.05 m, at 1.125 m, at 1.2 m, at 1.575 m, at 1.645 m, at 1.65 m, at 1.685 m, at 1.725 m, at 1.765 m, at 1.8 m, at 1.805 m, at 1.875 m
0.000000e+00+0.000000e+00j,7.182312e+00+0.000000e+00j,1.436198e+01+0.000000e+00j,2.229774e+01+0.000000e+00j,7.083101e+01+0.000000e+00j,2.607443e+02+0.000000e+00j,1.537305e+02+0.000000e+00j,-1.193259e+02+0.000000e+00j,-1.925084e+02+0.000000e+00j,-2.512713e+02+0.000000e+00j,-8.355567e+01+0.000000e+00j,-4.495188e+01+0.000000e+00j,-1.203385e+02+0.000000e+00j,-7.601660e+01+0.000000e+00j,2.582106e+02+0.000000e+00j,-1.471379e+02+0.000000e+00j,-8.917371e+00+0.000000e+00j,-2.647842e+01+0.000000e+00j,-1.027824e+02+0.000000e+00j,1.099521e+02+0.000000e+00j
3.153125e+03+0.000000e+00j,-1.261455e+00+2.059086e-01j,2.412865e+00+1.491528e+00j,2.402909e+00+1.619370e-01j,-2.865819e+00-1.685607e+00j,-3.784895e+00-1.014430e+00j,-3.305821e-01+1.933103e+00j,6.248588e+00+2.361098e+00j,-5.072470e+00-3.036055e+00j,-6.009396e+00-1.182562e+00j,7.079942e+00+4.434207e+00j,-6.568712e+00-1.346842e+00j,2.120663e+01+4.713359e+00j,1.951936e+01+3.808338e+00j,-9.923614e+00-6.158956e+00j,-2.238452e+01-4.889190e+00j,6.470676e+00+3.427682e+00j,1.877641e+01+5.060586e+00j,1.975881e+01+6.743501e+00j,-2.003527e+01-4.544307e+00j
3.153906e+03+0.000000e+00j,-1.271586e+00+2.058321e-01j,2.394721e+00+1.433689e+00j,2.395715e+00+1.393700e-01j,-2.846415e+00-1.622976e+00j,-3.782046e+00-9.662091e-01j,-3.473157e-01+1.884922e+00j,6.226355e+00+2.285621e+00j,-5.029927e+00-2.913968e+00j,-5.970812e+00-1.107290e+00j,7.103378e+00+4.344443e+00j,-6.451602e+00-1.200246e+00j,2.112521e+01+4.515358e+00j,1.943322e+01+3.549849e+00j,-9.868051e+00-5.969302e+00j,-2.223824e+01-4.635333e+00j,6.334958e+00+3.382523e+00j,1.870111e+01+4.885441e+00j,1.986032e+01+6.542276e+00j,-1.987159e+01-4.329531e+00j
3.154688e+03+0.000000e+00j,-1.283169e+00+2.029991e-01j,2.380820e+00+1.400957e+00j,2.394779e+00+1.311645e-01j,-2.827811e+00-1.579370e+00j,-3.775654e+00-9.347615e-01j,-3.578625e-01+1.862382e+00j,6.191685e+00+2.223927e+00j,-4.986781e+00-2.829045e+00j,-5.962754e+00-1.093998e+00j,7.098683e+00+4.262129e+00j,-6.595784e+00-1.105989e+00j,2.099996e+01+4.356434e+00j,1.933152e+01+3.312675e+00j,-9.702905e+00-5.777112e+00j,-2.206110e+01-4.504033e+00j,6.285880e+00+3.247522e+00j,1.860503e+01+4.751007e+00j,1.980421e+01+6.542610e+00j,-1.966984e+01-4.240279e+00j
3.155469e+03+0.000000e+00j,-1.290109e+00+1.961693e-01j,2.361132e+00+1.345159e+00j,2.398268e+00+1.090595e-01j,-2.797760e+00-1.528539e+00j,-3.772016e+00-8.878744e-01j,-3.818358e-01+1.828962e+00j,6.154559e+00+2.150674e+00j,-4.936280e+00-2.734548e+00j,-5.961796e+00-1.041120e+00j,7.093835e+00+4.182150e+00j,-6.437850e+00-1.117153e+00j,2.089035e+01+4.115379e+00j,1.921464e+01+3.182038e+00j,-9.676350e+00-5.554991e+00j,-2.196667e+01-4.331596e+00j,6.210910e+00+3.187383e+00j,1.857682e+01+4.600683e+00j,1.967533e+01+6.351822e+00j,-1.963969e+01-4.045661e+00j
3.156250e+03+0.000000e+00j,-1.300817e+00+1.933082e-01j,2.339681e+00+1.314902e+00j,2.397662e+00+8.152700e-02j,-2.775725e+00-1.491175e+00j,-3.773305e+00-8.633380e-01j,-4.012347e-01+1.799492e+00j,6.138176e+00+2.068799e+00j,-4.881249e+00-2.648551e+00j,-5.981613e+00-1.026385e+00j,7.082605e+00+4.086072e+00j,-6.575767e+00-1.162189e+00j,2.076850e+01+3.881919e+00j,1.912832e+01+2.977946e+00j,-9.596305e+00-5.461970e+00j,-2.185726e+01-4.231531e+00j,6.100885e+00+3.048474e+00j,1.854161e+01+4.565219e+00j,1.953724e+01+6.227609e+00j,-1.957422e+01-3.960402e+00j
3.157031e+03+0.000000e+00j,-1.314917e+00+1.854789e-01j,2.306182e+00+1.272415e+00j,2.394878e+00+7.810850e-02j,-2.744135e+00-1.446558e+00j,-3.753448e+00-8.270441e-01j,-4.309924e-01+1.773315e+00j,6.114547e+00+2.033612e+00j,-4.809833e+00-2.561713e+00j,-5.990773e+00-9.278372e-01j,7.056977e+00+4.016144e+00j,-6.527209e+00-1.074217e+00j,2.064967e+01+3.794310e+00j,1.893143e+01+2.816561e+00j,-9.542509e+00-5.276696e+00j,-2.170203e+01-3.979363e+00j,6.056120e+00+2.997393e+00j,1.834336e+01+4.429670e+00j,1.948809e+01+6.059297e+00j,-1.955635e+01-3.857213e+00j
3.157812e+03+0.000000e+00j,-1.319578e+00+1.907610e-01j,2.291840e+00+1.227891e+00j,2.394975e+00+5.026600e-02j,-2.721221e+00-1.398944e+00j,-3.753568e+00-7.879224e-01j,-4.406695e-01+1.744128e+00j,6.081048e+00+1.939115e+00j,-4.766260e+00-2.484411e+00j,-5.961789e+00-9.075559e-01j,7.039097e+00+3.930717e+00j,-6.511161e+00-1.005780e+00j,2.055779e+01+3.546763e+00j,1.890700e+01+2.575731e+00j,-9.502958e+00-5.137880e+00j,-2.157238e+01-3.757478e+00j,6.016032e+00+2.863464e+00j,1.832034e+01+4.228525e+00j,1.958529e+01+5.942756e+00j,-1.957005e+01-3.680265e+00j
3.158594e+03+0.000000e+00j,-1.325890e+00+1.790373e-01j,2.258537e+00+1.186193e+00j,2.387691e+00+3.916950e-02j,-2.693318e+00-1.350007e+00j,-3.738713e+00-7.449515e-01j,-4.718780e-01+1.713679e+00j,6.062969e+00+1.886130e+00j,-4.714990e+00-2.381348e+00j,-5.943482e+00-8.995710e-01j,7.062160e+00+3.829601e+00j,-6.492793e+00-9.710658e-01j,2.042541e+01+3.372762e+00j,1.876127e+01+2.398613e+00j,-9.357076e+00-5.019998e+00j,-2.141936e+01-3.696125e+00j,5.927694e+00+2.839913e+00j,1.819675e+01+4.123848e+00j,1.935639e+01+5.741060e+00j,-1.935600e+01-3.672294e+00j
3.159375e+03+0.000000e+00j,-1.339412e+00+1.741516e-01j,2.241499e+00+1.152347e+00j,2.393067e+00+3.242650e-02j,-2.664811e+00-1.314461e+00j,-3.732768e+00-7.242218e-01j,-4.760083e-01+1.684661e+00j,6.025369e+00+1.847628e+00j,-4.652124e+00-2.316761e+00j,-5.922490e+00-8.088333e-01j,7.036412e+00+3.777190e+00j,-6.469577e+00-8.441196e-01j,2.030618e+01+3.240712e+00j,1.858134e+01+2.173166e+00j,-9.291056e+00-4.841539e+00j,-2.135735e+01-3.501774e+00j,5.850027e+00+2.765878e+00j,1.812570e+01+4.108526e+00j,1.939398e+01+5.867592e+00j,-1.921648e+01-3.555423e+00j
3.160156e+03+0.000000e+00j,-1.344527e+00+1.767766e-01j,2.218359e+00+1.113368e+00j,2.383415e+00+7.015500e-03j,-2.636353e+00-1.278958e+00j,-3.723415e+00-6.869760e-01j,-5.038014e-01+1.655307e+00j,5.991542e+00+1.760548e+00j,-4.597016e+00-2.233651e+00j,-5.968089e+00-7.748460e-01j,7.017038e+00+3.672088e+00j,-6.417155e+00-7.534061e-01j,2.016108e+01+3.033254e+00j,1.860057e+01+2.025591e+00j,-9.284397e+00-4.774089e+00j,-2.114338e+01-3.325738e+00j,5.720543e+00+2.695550e+00j,1.817683e+01+3.861579e+00j,1.942272e+01+5.646123e+00j,-1.926742e+01-3.351055e+00j
3.160938e+03+0.000000e+00j,-1.357285e+00+1.698452e-01j,2.191490e+00+1.079647e+00j,2.385010e+00+4.503000e-03j,-2.604170e+00-1.237501e+00j,-3.708954e+00-6.557770e-01j,-5.096721e-01+1.659091e+00j,5.968565e+00+1.720506e+00j,-4.541971e+00-2.166129e+00j,-5.853704e+00-6.972799e-01j,6.988513e+00+3.618140e+00j,-6.442873e+00-7.716355e-01j,2.008160e+01+2.920080e+00j,1.849267e+01+1.814560e+00j,-9.137574e+00-4.655945e+00j,-2.104884e+01-3.255929e+00j,5.730724e+00+2.574393e+00j,1.798262e+01+3.820110e+00j,1.932853e+01+5.620505e+00j,-1.929528e+01-3.332057e+00j
3.161719e+03+0.000000e+00j,-1.363992e+00+1.721423e-01j,2.163826e+00+1.049679e+00j,2.378743e+00-1.697250e-02j,-2.577758e+00-1.201293e+00j,-3.696599e+00-6.237033e-01j,-5.492057e-01+1.620793e+00j,5.946295e+00+1.647607e+00j,-4.481192e+00-2.088583e+00j,-5.902081e+00-6.956809e-01j,6.971950e+00+3.498403e+00j,-6.471523e+00-7.127785e-01j,1.995656e+01+2.712749e+00j,1.831485e+01+1.692025e+00j,-9.090612e+00-4.479489e+00j,-2.090499e+01-3.056520e+00j,5.574586e+00+2.499561e+00j,1.793914e+01+3.742417e+00j,1.940429e+01+5.433221e+00j,-1.920479e+01-3.170909e+00j
3.162500e+03+0.000000e+00j,-1.376546e+00+1.721953e-01j,2.147551e+00+1.023650e+00j,2.376296e+00-3.030200e-02j,-2.553920e+00-1.175909e+00j,-3.693402e+00-6.003289e-01j,-5.674165e-01+1.596051e+00j,5.926080e+00+1.601898e+00j,-4.432730e+00-2.034861e+00j,-5.890106e+00-5.943905e-01j,6.935741e+00+3.470347e+00j,-6.428079e+00-7.709396e-01j,1.988923e+01+2.593110e+00j,1.825380e+01+1.546871e+00j,-8.975299e+00-4.378382e+00j,-2.086273e+01-2.944262e+00j,5.571946e+00+2.474696e+00j,1.798519e+01+3.664105e+00j,1.922809e+01+5.444133e+00j,-1.913161e+01-3.074502e+00j
3.163281e+03+0.000000e+00j,-1.385555e+00+1.682619e-01j,2.113131e+00+9.954017e-01j,2.368523e+00-4.510400e-02j,-2.523187e+00-1.141670e+00j,-3.685956e+00-5.751999e-01j,-5.963253e-01+1.578853e+00j,5.890354e+00+1.550509e+00j,-4.376760e+00-1.980861e+00j,-5.926102e+00-5.957373e-01j,6.945928e+00+3.408842e+00j,-6.436536e+00-7.216125e-01j,1.976476e+01+2.457148e+00j,1.816317e+01+1.475724e+00j,-8.883970e+00-4.287446e+00j,-2.066207e+01-2.877464e+00j,5.457470e+00+2.349783e+00j,1.783774e+01+3.532370e+00j,1.917533e+01+5.233683e+00j,-1.899456e+01-3.054063e+00j
3.164062e+03+0.000000e+00j,-1.395940e+00+1.752707e-01j,2.087816e+00+9.612140e-01j,2.367856e+00-6.162050e-02j,-2.488024e+00-1.106193e+00j,-3.664037e+00-5.494553e-01j,-6.184691e-01+1.546062e+00j,5.882944e+00+1.486325e+00j,-4.312211e+00-1.903946e+00j,-5.907469e+00-6.114808e-01j,6.903242e+00+3.313356e+00j,-6.440974e+00-6.456867e-01j,1.969806e+01+2.244852e+00j,1.796673e+01+1.222148e+00j,-8.844136e+00-4.156137e+00j,-2.058378e+01-2.719479e+00j,5.420896e+00+2.288618e+00j,1.781543e+01+3.511970e+00j,1.923419e+01+5.111292e+00j,-1.896874e+01-2.818325e+00j
3.164844e+03+0.000000e+00j,-1.402718e+00+1.713011e-01j,2.069929e+00+9.322459e-01j,2.369210e+00-7.141950e-02j,-2.467885e+00-1.076654e+00j,-3.667115e+00-5.203393e-01j,-6.397311e-01+1.539207e+00j,5.840063e+00+1.443097e+00j,-4.264280e+00-1.852593e+00j,-5.856846e+00-5.298723e-01j,6.882534e+00+3.245789e+00j,-6.545378e+00-6.194658e-01j,1.961366e+01+2.132265e+00j,1.793046e+01+1.098328e+00j,-8.720822e+00-4.091372e+00j,-2.045237e+01-2.618714e+00j,5.311440e+00+2.250568e+00j,1.775371e+01+3.372073e+00j,1.915028e+01+4.975869e+00j,-1.888945e+01-2.740626e+00j
3.165625e+03+0.000000e+00j,-1.421826e+00+1.713910e-01j,2.037262e+00+9.077027e-01j,2.365699e+00-8.147900e-02j,-2.434910e+00-1.055890e+00j,-3.651742e+00-4.968707e-01j,-6.595222e-01+1.524979e+00j,5.823041e+00+1.398613e+00j,-4.207672e+00-1.793551e+00j,-5.863915e+00-4.406812e-01j,6.860631e+00+3.176279e+00j,-6.486141e+00-5.547397e-01j,1.950722e+01+2.024935e+00j,1.785541e+01+9.585619e-01j,-8.701786e+00-3.939556e+00j,-2.039175e+01-2.501549e+00j,5.312779e+00+2.231016e+00j,1.763850e+01+3.237876e+00j,1.910432e+01+4.898061e+00j,-1.883480e+01-2.668451e+00j
3.166406e+03+0.000000e+00j,-1.424031e+00+1.605294e-01j,2.014317e+00+8.842717e-01j,2.362048e+00-9.743900e-02j,-2.413035e+00-1.023618e+00j,-3.647579e+00-4.696523e-01j,-6.788859e-01+1.511994e+00j,5.786293e+00+1.342220e+00j,-4.151299e+00-1.742799e+00j,-5.859760e+00-4.692535e-01j,6.848261e+00+3.123569e+00j,-6.479429e+00-5.707861e-01j,1.938786e+01+1.898837e+00j,1.770033e+01+8.691303e-01j,-8.610906e+00-3.834346e+00j,-2.035066e+01-2.427220e+00j,5.183779e+00+2.220743e+00j,1.757796e+01+3.202226e+00j,1.911343e+01+4.755735e+00j,-1.879534e+01-2.510728e+00j
3.167188e+03+0.000000e+00j,-1.431827e+00+1.675811e-01j,1.986353e+00+8.564614e-01j,2.356312e+00-1.039575e-01j,-2.387001e+00-9.943755e-01j,-3.630545e+00-4.443205e-01j,-7.037554e-01+1.482190e+00j,5.763661e+00+1.305557e+00j,-4.095193e+00-1.686476e+00j,-5.812496e+00-4.272627e-01j,6.832072e+00+3.014403e+00j,-6.511127e+00-4.803607e-01j,1.927939e+01+1.757315e+00j,1.758212e+01+7.204618e-01j,-8.484607e+00-3.727978e+00j,-2.014534e+01-2.242398e+00j,5.118658e+00+2.063982e+00j,1.755264e+01+3.100169e+00j,1.899378e+01+4.724063e+00j,-1.869087e+01-2.465223e+00j
3.167969e+03+0.000000e+00j,-1.443994e+00+1.684332e-01j,1.965640e+00+8.274930e-01j,2.355013e+00-1.179395e-01j,-2.356572e+00-9.648900e-01j,-3.622756e+00-4.083215e-01j,-7.239692e-01+1.478284e+00j,5.729063e+00+1.258486e+00j,-4.043957e+00-1.630250e+00j,-5.805066e+00-4.076978e-01j,6.824977e+00+2.939450e+00j,-6.453476e+00-4.276232e-01j,1.921330e+01+1.652774e+00j,1.749232e+01+5.567963e-01j,-8.461594e+00-3.607400e+00j,-2.001467e+01-2.114582e+00j,5.045309e+00+2.089186e+00j,1.749198e+01+2.959100e+00j,1.901116e+01+4.632435e+00j,-1.864052e+01-2.303770e+00j
3.168750e+03+0.000000e+00j,-1.452699e+00+1.684676e-01j,1.940397e+00+8.175885e-01j,2.354272e+00-1.257345e-01j,-2.330225e+00-9.439710e-01j,-3.611522e+00-4.021509e-01j,-7.566430e-01+1.454240e+00j,5.705910e+00+1.227192e+00j,-3.982471e+00-1.600718e+00j,-5.805307e+00-3.595977e-01j,6.797379e+00+2.900023e+00j,-6.461316e+00-3.949383e-01j,1.912655e+01+1.527370e+00j,1.740168e+01+4.705732e-01j,-8.356990e+00-3.602438e+00j,-1.994613e+01-2.087541e+00j,5.034070e+00+2.006738e+00j,1.742847e+01+2.995910e+00j,1.899786e+01+4.485277e+00j,-1.852065e+01-2.393688e+00j
3.169531e+03+0.000000e+00j,-1.463642e+00+1.667521e-01j,1.911952e+00+7.930293e-01j,2.353226e+00-1.382940e-01j,-2.302576e+00-9.197575e-01j,-3.601252e+00-3.863822e-01j,-7.649394e-01+1.443922e+00j,5.685694e+00+1.189310e+00j,-3.926046e+00-1.557664e+00j,-5.776259e+00-3.472658e-01j,6.786637e+00+2.805294e+00j,-6.406135e+00-4.244866e-01j,1.904993e+01+1.428242e+00j,1.729453e+01+3.997685e-01j,-8.294743e+00-3.463207e+00j,-1.981227e+01-1.983243e+00j,4.964078e+00+2.025550e+00j,1.737766e+01+2.912826e+00j,1.904258e+01+4.411010e+00j,-1.852829e+01-2.142215e+00j
3.170312e+03+0.000000e+00j,-1.474371e+00+1.652934e-01j,1.887535e+00+7.673125e-01j,2.351412e+00-1.440050e-01j,-2.278401e+00-8.974093e-01j,-3.593398e+00-3.642831e-01j,-7.942425e-01+1.430051e+00j,5.663455e+00+1.156890e+00j,-3.885299e+00-1.510918e+00j,-5.768502e+00-3.373699e-01j,6.735565e+00+2.776492e+00j,-6.530880e+00-3.032634e-01j,1.897104e+01+1.320626e+00j,1.721652e+01+2.280200e-01j,-8.239332e+00-3.432343e+00j,-1.977206e+01-1.790569e+00j,4.909085e+00+1.959318e+00j,1.731392e+01+2.722453e+00j,1.903955e+01+4.458264e+00j,-1.854156e+01-2.191940e+00j
3.171094e+03+0.000000e+00j,-1.479972e+00+1.661999e-01j,1.865605e+00+7.530597e-01j,2.342994e+00-1.566695e-01j,-2.246263e+00-8.763640e-01j,-3.576506e+00-3.440780e-01j,-8.035289e-01+1.426483e+00j,5.643983e+00+1.116298e+00j,-3.825146e+00-1.468895e+00j,-5.833428e+00-3.382464e-01j,6.721802e+00+2.699975e+00j,-6.464215e+00-2.803354e-01j,1.883824e+01+1.190419e+00j,1.713300e+01+1.830905e-01j,-8.094051e+00-3.231769e+00j,-1.965088e+01-1.747433e+00j,4.791489e+00+1.900991e+00j,1.726842e+01+2.707399e+00j,1.891630e+01+4.294439e+00j,-1.834919e+01-2.102237e+00j
3.171875e+03+0.000000e+00j,-1.482906e+00+1.676411e-01j,1.844363e+00+7.352015e-01j,2.339160e+00-1.627335e-01j,-2.233162e+00-8.530661e-01j,-3.582931e+00-3.107453e-01j,-8.348871e-01+1.412840e+00j,5.611819e+00+1.069276e+00j,-3.786279e+00-1.424272e+00j,-5.731098e+00-2.734591e-01j,6.709031e+00+2.655880e+00j,-6.561948e+00-2.733656e-01j,1.874146e+01+1.057037e+00j,1.710294e+01+6.238700e-02j,-8.052345e+00-3.196573e+00j,-1.967741e+01-1.757516e+00j,4.770041e+00+1.817824e+00j,1.731119e+01+2.575932e+00j,1.883789e+01+4.351341e+00j,-1.835327e+01-1.979668e+00j
3.172656e+03+0.000000e+00j,-1.498740e+00+1.675192e-01j,1.818477e+00+7.160644e-01j,2.339296e+00-1.798030e-01j,-2.203959e+00-8.325030e-01j,-3.569298e+00-2.926951e-01j,-8.514002e-01+1.402213e+00j,5.598682e+00+1.036110e+00j,-3.735031e+00-1.382926e+00j,-5.726199e+00-2.078433e-01j,6.704833e+00+2.583047e+00j,-6.330744e+00-1.990576e-01j,1.867232e+01+9.661559e-01j,1.695375e+01-8.973200e-02j,-8.030726e+00-3.223686e+00j,-1.955320e+01-1.532036e+00j,4.676864e+00+1.751653e+00j,1.722287e+01+2.536344e+00j,1.887893e+01+4.171633e+00j,-1.833659e+01-1.819207e+00j
3.173438e+03+0.000000e+00j,-1.507095e+00+1.654692e-01j,1.795327e+00+6.914890e-01j,2.340242e+00-1.806140e-01j,-2.177930e+00-8.131661e-01j,-3.558545e+00-2.748653e-01j,-8.830334e-01+1.382247e+00j,5.567725e+00+1.017289e+00j,-3.680486e+00-1.351622e+00j,-5.783058e+00-2.453840e-01j,6.653863e+00+2.531784e+00j,-6.410060e+00-1.391235e-01j,1.857376e+01+8.920496e-01j,1.694473e+01-1.212235e-01j,-7.899657e+00-3.093706e+00j,-1.948085e+01-1.545670e+00j,4.603109e+00+1.773626e+00j,1.721026e+01+2.473753e+00j,1.885278e+01+4.153303e+00j,-1.828704e+01-1.909042e+00j
3.174219e+03+0.000000e+00j,-1.514768e+00+1.640760e-01j,1.776800e+00+6.790395e-01j,2.333586e+00-1.972370e-01j,-2.156120e+00-7.988612e-01j,-3.557462e+00-2.627123e-01j,-9.025095e-01+1.362307e+00j,5.551585e+00+9.839995e-01j,-3.633604e+00-1.317365e+00j,-5.702116e+00-1.431371e-01j,6.631016e+00+2.489071e+00j,-6.389023e+00-2.060698e-01j,1.853926e+01+7.770156e-01j,1.679413e+01-2.194880e-01j,-7.852569e+00-3.019613e+00j,-1.944908e+01-1.424666e+00j,4.547113e+00+1.771949e+00j,1.712625e+01+2.426063e+00j,1.887538e+01+4.030576e+00j,-1.825605e+01-1.735937e+00j
3.175000e+03+0.000000e+00j,-1.525274e+00+1.712999e-01j,1.754912e+00+6.654784e-01j,2.329123e+00-2.053160e-01j,-2.126944e+00-7.768327e-01j,-3.545981e+00-2.389563e-01j,-9.107520e-01+1.368831e+00j,5.530112e+00+9.381135e-01j,-3.587915e+00-1.278892e+00j,-5.693606e+00-1.333258e-01j,6.617553e+00+2.410070e+00j,-6.466165e+00-2.157099e-01j,1.847724e+01+6.584912e-01j,1.674606e+01-3.655410e-01j,-7.787107e+00-2.873293e+00j,-1.937116e+01-1.346923e+00j,4.562812e+00+1.725421e+00j,1.708813e+01+2.308606e+00j,1.887449e+01+3.954080e+00j,-1.820403e+01-1.603591e+00j
3.175781e+03+0.000000e+00j,-1.541873e+00+1.748980e-01j,1.734158e+00+6.497035e-01j,2.330976e+00-2.189045e-01j,-2.109612e+00-7.630058e-01j,-3.546350e+00-2.280912e-01j,-9.518582e-01+1.361249e+00j,5.530214e+00+9.028424e-01j,-3.545535e+00-1.250762e+00j,-5.731970e+00-8.903530e-02j,6.592276e+00+2.359852e+00j,-6.379223e+00-1.790142e-01j,1.845419e+01+6.202689e-01j,1.668641e+01-3.880135e-01j,-7.790120e+00-2.930087e+00j,-1.923018e+01-1.318038e+00j,4.494629e+00+1.689347e+00j,1.710475e+01+2.302376e+00j,1.893836e+01+3.853574e+00j,-1.827297e+01-1.554882e+00j
3.176562e+03+0.000000e+00j,-1.542593e+00+1.756298e-01j,1.707913e+00+6.368415e-01j,2.321327e+00-2.184795e-01j,-2.084832e+00-7.519122e-01j,-3.535461e+00-2.103852e-01j,-9.767769e-01+1.342797e+00j,5.491480e+00+8.800671e-01j,-3.494632e+00-1.223244e+00j,-5.778478e+00-9.839785e-02j,6.558524e+00+2.308492e+00j,-6.436930e+00-2.177335e-02j,1.833232e+01+4.813905e-01j,1.656314e+01-5.088050e-01j,-7.711859e+00-2.808577e+00j,-1.921382e+01-1.131851e+00j,4.379869e+00+1.640153e+00j,1.705349e+01+2.236403e+00j,1.888119e+01+3.794289e+00j,-1.812194e+01-1.504812e+00j
3.177344e+03+0.000000e+00j,-1.548393e+00+1.701163e-01j,1.684777e+00+6.200165e-01j,2.324605e+00-2.287030e-01j,-2.049730e+00-7.206120e-01j,-3.523860e+00-1.980662e-01j,-9.876000e-01+1.343669e+00j,5.465941e+00+8.530452e-01j,-3.440378e+00-1.187952e+00j,-5.787651e+00-7.966835e-02j,6.525883e+00+2.249548e+00j,-6.449409e+00-1.421741e-01j,1.828000e+01+3.937063e-01j,1.649627e+01-5.149290e-01j,-7.640149e+00-2.765808e+00j,-1.901223e+01-9.791023e-01j,4.325384e+00+1.586966e+00j,1.699876e+01+2.162864e+00j,1.884634e+01+3.760441e+00j,-1.808459e+01-1.428421e+00j
3.178125e+03+0.000000e+00j,-1.567050e+00+1.778139e-01j,1.662540e+00+6.037100e-01j,2.320403e+00-2.366730e-01j,-2.030816e+00-7.024908e-01j,-3.516643e+00-1.693988e-01j,-1.012421e+00+1.342850e+00j,5.453012e+00+8.204345e-01j,-3.400652e+00-1.155412e+00j,-5.761712e+00-6.311820e-02j,6.520359e+00+2.183498e+00j,-6.497825e+00-8.453410e-02j,1.820645e+01+3.054119e-01j,1.637384e+01-6.352508e-01j,-7.518916e+00-2.710058e+00j,-1.905203e+01-1.068997e+00j,4.252617e+00+1.550312e+00j,1.696834e+01+2.065034e+00j,1.870907e+01+3.626328e+00j,-1.807691e+01-1.350194e+00j
3.178906e+03+0.000000e+00j,-1.570186e+00+1.810696e-01j,1.642635e+00+5.939566e-01j,2.317577e+00-2.440675e-01j,-2.002405e+00-6.942874e-01j,-3.500146e+00-1.586840e-01j,-1.027659e+00+1.329362e+00j,5.433511e+00+7.965373e-01j,-3.350912e+00-1.126112e+00j,-5.677079e+00-4.816860e-02j,6.471473e+00+2.129526e+00j,-6.493722e+00-5.522075e-02j,1.812358e+01+2.342326e-01j,1.632676e+01-7.865378e-01j,-7.445550e+00-2.623511e+00j,-1.890054e+01-8.767844e-01j,4.221321e+00+1.557774e+00j,1.688206e+01+1.994316e+00j,1.896923e+01+3.561430e+00j,-1.801275e+01-1.342688e+00j
3.179688e+03+0.000000e+00j,-1.581964e+00+1.805724e-01j,1.619839e+00+5.821706e-01j,2.317997e+00-2.517835e-01j,-1.984411e+00-6.762911e-01j,-3.503817e+00-1.378900e-01j,-1.055717e+00+1.327901e+00j,5.423804e+00+7.647666e-01j,-3.310762e+00-1.099254e+00j,-5.752708e+00+3.186030e-02j,6.460965e+00+2.081633e+00j,-6.448915e+00+5.901175e-02j,1.806878e+01+1.523568e-01j,1.623067e+01-8.411173e-01j,-7.359584e+00-2.593361e+00j,-1.887753e+01-9.013502e-01j,4.249889e+00+1.522933e+00j,1.688928e+01+1.955240e+00j,1.895142e+01+3.410588e+00j,-1.801628e+01-1.220271e+00j
3.180469e+03+0.000000e+00j,-1.593337e+00+1.807838e-01j,1.600642e+00+5.617327e-01j,2.318869e+00-2.594220e-01j,-1.965076e+00-6.661838e-01j,-3.501267e+00-1.279832e-01j,-1.079161e+00+1.317204e+00j,5.415743e+00+7.314664e-01j,-3.270352e+00-1.075755e+00j,-5.719216e+00-4.464545e-02j,6.426249e+00+2.044755e+00j,-6.484509e+00+1.012445e-01j,1.805653e+01+5.854130e-02j,1.623934e+01-9.209265e-01j,-7.371834e+00-2.597881e+00j,-1.884354e+01-7.738657e-01j,4.182711e+00+1.554201e+00j,1.693563e+01+1.837835e+00j,1.906492e+01+3.381968e+00j,-1.813716e+01-1.150077e+00j
3.181250e+03+0.000000e+00j,-1.597469e+00+1.792284e-01j,1.582337e+00+5.559818e-01j,2.309152e+00-2.597250e-01j,-1.944227e+00-6.566167e-01j,-3.492812e+00-1.107396e-01j,-1.106120e+00+1.318570e+00j,5.375632e+00+7.240321e-01j,-3.237496e+00-1.049859e+00j,-5.677487e+00+7.132880e-02j,6.412337e+00+1.991377e+00j,-6.503772e+00+4.930045e-02j,1.796425e+01+3.665850e-02j,1.614755e+01-9.270907e-01j,-7.309403e+00-2.466746e+00j,-1.886330e+01-7.129256e-01j,4.115738e+00+1.528404e+00j,1.685953e+01+1.706541e+00j,1.890658e+01+3.463929e+00j,-1.800483e+01-1.105220e+00j
3.182031e+03+0.000000e+00j,-1.600737e+00+1.847895e-01j,1.558311e+00+5.423162e-01j,2.308821e+00-2.742070e-01j,-1.919577e+00-6.371395e-01j,-3.483170e+00-9.616535e-02j,-1.122616e+00+1.302823e+00j,5.362381e+00+6.716224e-01j,-3.190325e+00-1.019779e+00j,-5.684968e+00+1.224564e-01j,6.343559e+00+1.943861e+00j,-6.471587e+00-2.458235e-02j,1.789994e+01-1.691303e-01j,1.608754e+01-1.082306e+00j,-7.237880e+00-2.483361e+00j,-1.873314e+01-5.668121e-01j,4.093377e+00+1.429258e+00j,1.689493e+01+1.653190e+00j,1.891895e+01+3.231293e+00j,-1.785393e+01-9.409848e-01j
